Process ID | Call Type | File Format | Count | Previous File | Current File
52 | dynamic | dll | 5 | C:\Windows\System32\imm32.dll | C:\Windows\System32\kernel.appcore.dll
53 | dynamic | dll | 5 | C:\Windows\System32\kernel.appcore.dll | C:\Windows\System32\kernel32.dll
54 | dynamic | nls | 16 | C:\Windows\System32\kernel32.dll | C:\Windows\System32\locale.nls
55 | dynamic | dll | 15 | C:\Windows\System32\locale.nls | C:\Windows\System32\msasn1.dll
56 | dynamic | dll | 15 | C:\Windows\System32\msasn1.dll | C:\Windows\System32\msvcp_win.dll
57 | dynamic | dll | 18 | C:\Windows\System32\msvcp_win.dll | C:\Windows\System32\msvcrt.dll
58 | dynamic | dll | 2 | C:\Windows\System32\msvcrt.dll | C:\Windows\System32\mswsock.dll
59 | dynamic | dll | 1 | C:\Windows\System32\mswsock.dll | C:\Windows\System32\netprofm.dll
60 | dynamic | dll | 1 | C:\Windows\System32\netprofm.dll | C:\Windows\System32\nlaapi.dll
61 | dynamic | dll | 2 | C:\Windows\System32\nlaapi.dll | C:\Windows\System32\nlmproxy.dll
62 | dynamic | dll | 1 | C:\Windows\System32\nlmproxy.dll | C:\Windows\System32\npmproxy.dll
63 | dynamic | dll | 2 | C:\Windows\System32\npmproxy.dll | C:\Windows\System32\nsi.dll
64 | dynamic | dll | 1 | C:\Windows\System32\nsi.dll | C:\Windows\System32\ntdll.dll
65 | dynamic | dll | 4 | C:\Windows\System32\ntdll.dll | C:\Windows\System32\ntmarta.dll
66 | dynamic | dll | 4 | C:\Windows\System32\ntmarta.dll | C:\Windows\System32\ole32.dll
67 | dynamic | dll | 4 | C:\Windows\System32\ole32.dll | C:\Windows\System32\oleaut32.dll
68 | dynamic | dll | 1 | C:\Windows\System32\oleaut32.dll | C:\Windows\System32\rasadhlp.dll
69 | dynamic | dll | 1 | C:\Windows\System32\rasadhlp.dll | C:\Windows\System32\rpcrt4.dll
70 | dynamic | dll | 17 | C:\Windows\System32\rpcrt4.dll | C:\Windows\System32\sechost.dll
71 | dynamic | dll | 17 | C:\Windows\System32\sechost.dll | C:\Windows\System32\secur32.dll
72 | dynamic | dll | 3 | C:\Windows\System32\secur32.dll | C:\Windows\System32\sfc.dll
73 | dynamic | dll | 6 | C:\Windows\System32\sfc.dll | C:\Windows\System32\sfc_os.dll
74 | dynamic | dll | 6 | C:\Windows\System32\sfc_os.dll | C:\Windows\System32\shell32.dll
75 | dynamic | dll | 6 | C:\Windows\System32\shell32.dll | C:\Windows\System32\shlwapi.dll
76 | dynamic | dll | 4 | C:\Windows\System32\shlwapi.dll | C:\Windows\System32\sspicli.dll
77 | dynamic | dll | 14 | C:\Windows\System32\sspicli.dll | C:\Windows\System32\ucrtbase.dll
78 | dynamic | dll | 4 | C:\Windows\System32\ucrtbase.dll | C:\Windows\System32\user32.dll
79 | dynamic | dll | 6 | C:\Windows\System32\user32.dll | C:\Windows\System32\userenv.dll
80 | dynamic | dll | 3 | C:\Windows\System32\userenv.dll | C:\Windows\System32\uxtheme.dll
81 | dynamic | dll | 5 | C:\Windows\System32\uxtheme.dll | C:\Windows\System32\version.dll
82 | dynamic | dll | 7 | C:\Windows\System32\version.dll | C:\Windows\System32\win32u.dll
83 | dynamic | dll | 5 | C:\Windows\System32\win32u.dll | C:\Windows\System32\winhttp.dll
84 | dynamic | dll | 17 | C:\Windows\System32\winhttp.dll | C:\Windows\System32\winmm.dll
85 | dynamic | drv | 16 | C:\Windows\System32\winmm.dll | C:\Windows\System32\winspool.drv
86 | dynamic | dll | 16 | C:\Windows\System32\winspool.drv | C:\Windows\System32\wintrust.dll
87 | dynamic | dll | 16 | C:\Windows\System32\wintrust.dll | C:\Windows\System32\ws2_32.dll
88 | dynamic | 0\Ruleset Data | 11 | C:\Program Files\Google\Chrome\Application\chrome.exe | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Subresource Filter\Indexed Rules\36\9.58.0\Ruleset Data
89 | dynamic | tflite | 4 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Subresource Filter\Indexed Rules\36\9.58.0\Ruleset Data | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\E6DC4029A1E4B4C1\A44CFE443BFF1F5C\visual_model_desktop.tflite
90 | dynamic | tflite | 5 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\E6DC4029A1E4B4C1\A44CFE443BFF1F5C\visual_model_desktop.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\30\E6DC4029A1E4B4C1\1EBAF634ED79AC48\model.tflite
91 | dynamic | tmp | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\30\E6DC4029A1E4B4C1\1EBAF634ED79AC48\model.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Temp\3cf984ae-83b1-4ef3-86bf-7c13f4a69411.tmp
92 | dynamic | ttf | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Temp\3cf984ae-83b1-4ef3-86bf-7c13f4a69411.tmp | C:\Windows\Fonts\arial.ttf
93 | dynamic | ttf | 10 | C:\Windows\Fonts\arial.ttf | C:\Windows\Fonts\arialbd.ttf
94 | dynamic | ttf | 10 | C:\Windows\Fonts\arialbd.ttf | C:\Windows\Fonts\arialbi.ttf
95 | dynamic | ttf | 10 | C:\Windows\Fonts\arialbi.ttf | C:\Windows\Fonts\ariali.ttf
96 | dynamic | ttf | 10 | C:\Windows\Fonts\ariali.ttf | C:\Windows\Fonts\ariblk.ttf
97 | dynamic | ttf | 4 | C:\Windows\Fonts\ariblk.ttf | C:\Windows\Fonts\times.ttf
98 | dynamic | ttf | 10 | C:\Windows\Fonts\times.ttf | C:\Windows\Fonts\timesbd.ttf
99 | dynamic | ttf | 10 | C:\Windows\Fonts\timesbd.ttf | C:\Windows\Fonts\timesbi.ttf
100 | dynamic | ttf | 10 | C:\Windows\Fonts\timesbi.ttf | C:\Windows\Fonts\timesi.ttf
101 | dynamic | nls | 9 | C:\Windows\Fonts\timesi.ttf | C:\Windows\Globalization\Sorting\SortDefault.nls
102 | dynamic | dll | 12 | C:\Windows\Globalization\Sorting\SortDefault.nls | C:\Windows\System32\DWrite.dll
103 | dynamic | DLL | 13 | C:\Windows\System32\DWrite.dll | C:\Windows\System32\IPHLPAPI.DLL
104 | dynamic | dll | 12 | C:\Windows\System32\advapi32.dll | C:\Windows\System32\bcrypt.dll
105 | dynamic | dll | 13 | C:\Windows\System32\bcryptprimitives.dll | C:\Windows\System32\combase.dll
106 | dynamic | dll | 13 | C:\Windows\System32\crypt32.dll | C:\Windows\System32\dbghelp.dll
107 | dynamic | dll | 15 | C:\Windows\System32\dhcpcsvc.dll | C:\Windows\System32\dpapi.dll
108 | dynamic | dll | 11 | C:\Windows\System32\dpapi.dll | C:\Windows\System32\kernel32.dll
109 | dynamic | dll | 15 | C:\Windows\System32\msvcrt.dll | C:\Windows\System32\ntdll.dll
110 | dynamic | dll | 13 | C:\Windows\System32\ntdll.dll | C:\Windows\System32\oleaut32.dll
111 | dynamic | dll | 13 | C:\Windows\System32\oleaut32.dll | C:\Windows\System32\rpcrt4.dll
112 | dynamic | dll | 11 | C:\Windows\System32\secur32.dll | C:\Windows\System32\sspicli.dll
113 | dynamic | dll | 11 | C:\Windows\System32\ucrtbase.dll | C:\Windows\System32\userenv.dll
114 | dynamic | dll | 13 | C:\Windows\System32\userenv.dll | C:\Windows\System32\version.dll
115 | dynamic | dll | 11 | C:\Windows\System32\version.dll | C:\Windows\System32\winhttp.dll
116 | dynamic | hyb | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Subresource Filter\Indexed Rules\36\9.58.0\Ruleset Data | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\hyphen-data\120.0.6050.0\hyph-en-gb.hyb
117 | dynamic | tflite | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\hyphen-data\120.0.6050.0\hyph-en-gb.hyb | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\25\E6DC4029A1E4B4C1\A44CFE443BFF1F5C\visual_model_desktop.tflite
118 | dynamic | tmp | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\30\E6DC4029A1E4B4C1\1EBAF634ED79AC48\model.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Temp\3bf5a95a-4bdf-4b9a-a213-df4a94712d09.tmp
119 | dynamic | ttf | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Temp\3bf5a95a-4bdf-4b9a-a213-df4a94712d09.tmp | C:\Windows\Fonts\Nirmala.ttf
120 | dynamic | ttf | 2 | C:\Windows\Fonts\Nirmala.ttf | C:\Windows\Fonts\NirmalaB.ttf
121 | dynamic | ttf | 2 | C:\Windows\Fonts\NirmalaB.ttf | C:\Windows\Fonts\NirmalaS.ttf
122 | dynamic | ttf | 2 | C:\Windows\Fonts\NirmalaS.ttf | C:\Windows\Fonts\arial.ttf
123 | dynamic | ttc | 1 | C:\Windows\Fonts\ariblk.ttf | C:\Windows\Fonts\cambria.ttc
124 | dynamic | ttf | 1 | C:\Windows\Fonts\cambria.ttc | C:\Windows\Fonts\consola.ttf
125 | dynamic | ttf | 4 | C:\Windows\Fonts\consola.ttf | C:\Windows\Fonts\consolab.ttf
126 | dynamic | ttf | 4 | C:\Windows\Fonts\consolab.ttf | C:\Windows\Fonts\consolai.ttf
127 | dynamic | ttf | 4 | C:\Windows\Fonts\consolai.ttf | C:\Windows\Fonts\consolaz.ttf
128 | dynamic | ttc | 1 | C:\Windows\Fonts\consolaz.ttf | C:\Windows\Fonts\msyh.ttc
129 | dynamic | ttc | 1 | C:\Windows\Fonts\msyh.ttc | C:\Windows\Fonts\msyhbd.ttc
130 | dynamic | ttc | 1 | C:\Windows\Fonts\msyhbd.ttc | C:\Windows\Fonts\msyhl.ttc
131 | dynamic | ttf | 1 | C:\Windows\Fonts\msyhl.ttc | C:\Windows\Fonts\segoeui.ttf
132 | dynamic | ttf | 7 | C:\Windows\Fonts\segoeui.ttf | C:\Windows\Fonts\segoeuib.ttf
133 | dynamic | ttf | 7 | C:\Windows\Fonts\segoeuib.ttf | C:\Windows\Fonts\segoeuii.ttf
134 | dynamic | ttf | 6 | C:\Windows\Fonts\segoeuii.ttf | C:\Windows\Fonts\segoeuil.ttf
135 | dynamic | ttf | 6 | C:\Windows\Fonts\segoeuil.ttf | C:\Windows\Fonts\segoeuisl.ttf
136 | dynamic | ttf | 6 | C:\Windows\Fonts\segoeuisl.ttf | C:\Windows\Fonts\segoeuiz.ttf
137 | dynamic | ttf | 6 | C:\Windows\Fonts\segoeuiz.ttf | C:\Windows\Fonts\seguibl.ttf
138 | dynamic | ttf | 6 | C:\Windows\Fonts\seguibl.ttf | C:\Windows\Fonts\seguibli.ttf
139 | dynamic | ttf | 2 | C:\Windows\Fonts\seguibli.ttf | C:\Windows\Fonts\seguiemj.ttf
140 | dynamic | ttf | 2 | C:\Windows\Fonts\seguiemj.ttf | C:\Windows\Fonts\seguili.ttf
141 | dynamic | ttf | 6 | C:\Windows\Fonts\seguili.ttf | C:\Windows\Fonts\seguisb.ttf
142 | dynamic | ttf | 6 | C:\Windows\Fonts\seguisb.ttf | C:\Windows\Fonts\seguisbi.ttf
143 | dynamic | ttf | 6 | C:\Windows\Fonts\seguisbi.ttf | C:\Windows\Fonts\seguisli.ttf
144 | dynamic | ttf | 6 | C:\Windows\Fonts\seguisli.ttf | C:\Windows\Fonts\times.ttf
145 | dynamic | dll | 1 | None | C:\Program Files\Google\Chrome\Application\138.0.7204.185\chrome_elf.dll
146 | dynamic | exe | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\chrome_elf.dll | C:\Program Files\Google\Chrome\Application\chrome.exe
147 | dynamic | nls | 2 | C:\Program Files\Google\Chrome\Application\chrome.exe | C:\Windows\Globalization\Sorting\SortDefault.nls
148 | dynamic | dll | 1 | C:\Windows\System32\AcLayers.dll | C:\Windows\System32\KernelBase.dll
149 | dynamic | mui | 1 | C:\Windows\System32\combase.dll | C:\Windows\System32\en-US\KernelBase.dll.mui
150 | dynamic | dll | 2 | C:\Windows\System32\en-US\KernelBase.dll.mui | C:\Windows\System32\gdi32.dll
151 | dynamic | dll | 2 | C:\Windows\System32\imm32.dll | C:\Windows\System32\kernel32.dll
152 | dynamic | dll | 1 | C:\Windows\System32\locale.nls | C:\Windows\System32\msctf.dll
153 | dynamic | dll | 2 | C:\Windows\System32\msctf.dll | C:\Windows\System32\msvcp_win.dll
154 | dynamic | dll | 1 | C:\Windows\System32\sechost.dll | C:\Windows\System32\sfc.dll
155 | dynamic | dll | 1 | C:\Windows\System32\shlwapi.dll | C:\Windows\System32\ucrtbase.dll
156 | dynamic | dll | 1 | C:\Windows\System32\user32.dll | C:\Windows\System32\uxtheme.dll
157 | dynamic | drv | 1 | C:\Windows\System32\win32u.dll | C:\Windows\System32\winspool.drv
158 | dynamic | dll | 1 | None | C:\Program Files\Google\Chrome\Application\138.0.7204.185\chrome.dll
159 | dynamic | dll | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\chrome.dll | C:\Program Files\Google\Chrome\Application\138.0.7204.185\chrome_elf.dll
160 | dynamic | dll | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\chrome_elf.dll | C:\Program Files\Google\Chrome\Application\138.0.7204.185\d3dcompiler_47.dll
161 | dynamic | dll | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\d3dcompiler_47.dll | C:\Program Files\Google\Chrome\Application\138.0.7204.185\dxcompiler.dll
162 | dynamic | dll | 2 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\dxcompiler.dll | C:\Program Files\Google\Chrome\Application\138.0.7204.185\dxil.dll
163 | dynamic | dat | 2 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\dxil.dll | C:\Program Files\Google\Chrome\Application\138.0.7204.185\icudtl.dat
164 | dynamic | dll | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\icudtl.dat | C:\Program Files\Google\Chrome\Application\138.0.7204.185\libEGL.dll
165 | dynamic | dll | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\libEGL.dll | C:\Program Files\Google\Chrome\Application\138.0.7204.185\libGLESv2.dll
166 | dynamic | dll | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\libGLESv2.dll | C:\Program Files\Google\Chrome\Application\138.0.7204.185\vk_swiftshader.dll
167 | dynamic | exe | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\vk_swiftshader.dll | C:\Program Files\Google\Chrome\Application\chrome.exe
168 | dynamic | - | 1 | C:\Program Files\Google\Chrome\Application\chrome.exe | C:\Users\SacraSystemsWS12\AppData\LocalLow\Intel\ShaderCache\ee7b4bfe088a555d935289b8eb448464c5e42de90a2d7f398279ede9a109a1f6
169 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\LocalLow\Intel\ShaderCache\ee7b4bfe088a555d935289b8eb448464c5e42de90a2d7f398279ede9a109a1f6 | C:\Users\SacraSystemsWS12\AppData\LocalLow\Intel\ShaderCache\fff47f7b4ba2195bf9a43263c6e5fc54d86ed9b0ba45592f8f09fbae80131e7a
170 | dynamic | nls | 1 | C:\Users\SacraSystemsWS12\AppData\LocalLow\Intel\ShaderCache\fff47f7b4ba2195bf9a43263c6e5fc54d86ed9b0ba45592f8f09fbae80131e7a | C:\Windows\Globalization\Sorting\SortDefault.nls
171 | dynamic | dll | 1 | C:\Windows\System32\AcLayers.dll | C:\Windows\System32\CompPkgSup.dll
172 | dynamic | dll | 1 | C:\Windows\System32\CompPkgSup.dll | C:\Windows\System32\DWrite.dll
173 | dynamic | dll | 2 | C:\Windows\System32\DWrite.dll | C:\Windows\System32\DXCore.dll
174 | dynamic | dll | 2 | C:\Windows\System32\DXCore.dll | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igc64.dll
175 | dynamic | dll | 1 | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igc64.dll | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igd10iumd64.dll
176 | dynamic | dll | 1 | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igd10iumd64.dll | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igd11dxva64.dll
177 | dynamic | dll | 1 | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igd11dxva64.dll | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igdgmm64.dll
178 | dynamic | dll | 1 | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igdgmm64.dll | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igdinfo64.dll
179 | dynamic | dll | 1 | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\igdinfo64.dll | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\libmfxhw64.dll
180 | dynamic | dll | 1 | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\libmfxhw64.dll | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\mfx_mft_h264ve_64.dll
181 | dynamic | dll | 1 | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\mfx_mft_h264ve_64.dll | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\mfx_mft_h265ve_64.dll
182 | dynamic | DLL | 1 | C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_d0b39b11619fd0c4\mfx_mft_h265ve_64.dll | C:\Windows\System32\IPHLPAPI.DLL
183 | dynamic | dll | 1 | C:\Windows\System32\KernelBase.dll | C:\Windows\System32\RTWorkQ.dll
184 | dynamic | dll | 1 | C:\Windows\System32\RTWorkQ.dll | C:\Windows\System32\SHCore.dll
185 | dynamic | dll | 1 | C:\Windows\System32\SHCore.dll | C:\Windows\System32\WinTypes.dll
186 | dynamic | dll | 1 | C:\Windows\System32\WinTypes.dll | C:\Windows\System32\Windows.Media.dll
187 | dynamic | dll | 1 | C:\Windows\System32\Windows.Media.dll | C:\Windows\System32\advapi32.dll
188 | dynamic | dll | 4 | C:\Windows\System32\bcryptprimitives.dll | C:\Windows\System32\cfgmgr32.dll
189 | dynamic | dll | 3 | C:\Windows\System32\cfgmgr32.dll | C:\Windows\System32\clbcatq.dll
190 | dynamic | dll | 1 | C:\Windows\System32\cryptbase.dll | C:\Windows\System32\d3d11.dll
191 | dynamic | dll | 3 | C:\Windows\System32\d3d11.dll | C:\Windows\System32\dbghelp.dll
192 | dynamic | dll | 2 | C:\Windows\System32\dbghelp.dll | C:\Windows\System32\dcomp.dll
193 | dynamic | dll | 1 | C:\Windows\System32\dcomp.dll | C:\Windows\System32\dhcpcsvc.dll
194 | dynamic | dll | 2 | C:\Windows\System32\dpapi.dll | C:\Windows\System32\dwmapi.dll
195 | dynamic | dll | 2 | C:\Windows\System32\dwmapi.dll | C:\Windows\System32\dxgi.dll
196 | dynamic | dll | 1 | C:\Windows\System32\dxgi.dll | C:\Windows\System32\dxva2.dll
197 | dynamic | dll | 1 | C:\Windows\System32\dxva2.dll | C:\Windows\System32\gdi32.dll
198 | dynamic | dll | 1 | C:\Windows\System32\kernel32.dll | C:\Windows\System32\ksuser.dll
199 | dynamic | nls | 1 | C:\Windows\System32\ksuser.dll | C:\Windows\System32\locale.nls
200 | dynamic | dll | 1 | C:\Windows\System32\locale.nls | C:\Windows\System32\mf.dll
201 | dynamic | dll | 1 | C:\Windows\System32\mf.dll | C:\Windows\System32\mfcore.dll
202 | dynamic | dll | 1 | C:\Windows\System32\mfcore.dll | C:\Windows\System32\mfplat.dll
203 | dynamic | dll | 1 | C:\Windows\System32\mfplat.dll | C:\Windows\System32\msasn1.dll
204 | dynamic | dll | 1 | C:\Windows\System32\msasn1.dll | C:\Windows\System32\msctf.dll
205 | dynamic | dll | 1 | C:\Windows\System32\msvcrt.dll | C:\Windows\System32\ncrypt.dll
206 | dynamic | dll | 1 | C:\Windows\System32\ncrypt.dll | C:\Windows\System32\ntasn1.dll
207 | dynamic | dll | 2 | C:\Windows\System32\ntasn1.dll | C:\Windows\System32\ntdll.dll
208 | dynamic | dll | 1 | C:\Windows\System32\ntdll.dll | C:\Windows\System32\ole32.dll
209 | dynamic | dll | 2 | C:\Windows\System32\oleaut32.dll | C:\Windows\System32\powrprof.dll
210 | dynamic | dll | 2 | C:\Windows\System32\powrprof.dll | C:\Windows\System32\propsys.dll
211 | dynamic | dll | 2 | C:\Windows\System32\propsys.dll | C:\Windows\System32\rpcrt4.dll
212 | dynamic | dll | 2 | C:\Windows\System32\secur32.dll | C:\Windows\System32\setupapi.dll
213 | dynamic | dll | 2 | C:\Windows\System32\setupapi.dll | C:\Windows\System32\sfc.dll
214 | dynamic | dll | 3 | C:\Windows\System32\ucrtbase.dll | C:\Windows\System32\umpdc.dll
215 | dynamic | dll | 2 | C:\Windows\System32\umpdc.dll | C:\Windows\System32\user32.dll
216 | dynamic | tmp | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\optimization_guide_model_store\30\E6DC4029A1E4B4C1\1EBAF634ED79AC48\model.tflite | C:\Users\SacraSystemsWS12\AppData\Local\Temp\c051cdb9-5073-4991-8a77-1efb48bf906a.tmp
217 | dynamic | ttf | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Temp\c051cdb9-5073-4991-8a77-1efb48bf906a.tmp | C:\Windows\Fonts\arial.ttf
218 | dynamic | ttf | 2 | C:\Windows\Fonts\ariblk.ttf | C:\Windows\Fonts\segoeui.ttf
219 | dynamic | ttf | 4 | C:\Windows\Fonts\seguibli.ttf | C:\Windows\Fonts\seguili.ttf
220 | dynamic | dll | 2 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\icudtl.dat | C:\Program Files\Google\Chrome\Application\138.0.7204.185\optimization_guide_internal.dll
221 | dynamic | pak | 2 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\optimization_guide_internal.dll | C:\Program Files\Google\Chrome\Application\138.0.7204.185\resources.pak
222 | dynamic | exe | 1 | C:\Program Files\Google\Chrome\Application\138.0.7204.185\resources.pak | C:\Program Files\Google\Chrome\Application\chrome.exe
223 | dynamic | db | 1 | C:\Program Files\Google\Chrome\Application\chrome.exe | C:\ProgramData\Microsoft\Windows\Caches\cversions.2.db
224 | dynamic | db | 1 | C:\ProgramData\Microsoft\Windows\Caches\cversions.2.db | C:\ProgramData\Microsoft\Windows\Caches\{67C66813-7238-4D45-A62E-3631BB4205B8}.2.ver0x0000000000000004.db
225 | dynamic | db | 1 | C:\ProgramData\Microsoft\Windows\Caches\{67C66813-7238-4D45-A62E-3631BB4205B8}.2.ver0x0000000000000004.db | C:\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000007.db
226 | dynamic | db | 1 | C:\ProgramData\Microsoft\Windows\Caches\{6AF0698E-D558-4F6E-9B3C-3716689AF493}.2.ver0x0000000000000007.db | C:\ProgramData\Microsoft\Windows\Caches\{9CDC7522-669D-4909-8C7B-EA2A739CD456}.2.ver0x0000000000000004.db
227 | dynamic | db | 1 | C:\ProgramData\Microsoft\Windows\Caches\{9CDC7522-669D-4909-8C7B-EA2A739CD456}.2.ver0x0000000000000004.db | C:\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000005.db
228 | dynamic | pma | 1 | C:\ProgramData\Microsoft\Windows\Caches\{DDF571F2-BE98-426D-8288-1A9A39C3FDA2}.2.ver0x0000000000000005.db | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\BrowserMetrics\BrowserMetrics-68A41532-2208.pma
229 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\BrowserMetrics\BrowserMetrics-68A41532-2208.pma | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\data_0
230 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\data_0 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\data_1
231 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\data_1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\data_2
232 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\data_2 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\data_3
233 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\data_3 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\index
234 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GrShaderCache\index | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\data_0
235 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\data_0 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\data_1
236 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\data_1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\data_2
237 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\data_2 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\data_3
238 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\data_3 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\index
239 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\GraphiteDawnCache\index | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\Account Web Data
240 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\Account Web Data | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\Affiliation Database
241 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\Affiliation Database | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\Affiliation Database-journal
242 | dynamic | - | 1 | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\Affiliation Database-journal | C:\Users\SacraSystemsWS12\AppData\Local\Google\Chrome\User Data\Profile 5\AggregationService
